utterance_id,text,emotion
Ses02F_script03_1_F002,What're we gonna do?,fear
Ses03F_impro07_F028,Yeah. I'll get like one of those little--,excited
Ses04F_script01_1_M020,Then it isn't just my business.,anger
Ses03M_impro05b_M032,"Thanks you, thank you I don't have my luggage so you gave me a Holiday Inn stay and peanuts.  Wow.  You know what?",anger
Ses05F_script03_1_M007,With the most perfect poise.,excited
Ses05M_impro07_F044,All right.  Wow.  So exciting.,excited
Ses02F_impro05_F002,Some problems?  What is that supposed to mean?,surprise
Ses02F_script03_2_M037,Turn it off.  It's driving me mad.,anger
Ses03F_script01_1_M051,"Yeah, I know, I know, just help me stay here, all right?",frustration
Ses05M_impro07_M009,"I worked really hard, I'll say, I worked really hard. You know, I I'm not bragging or anything like that. But-",happiness
Ses01F_script03_1_F002,It had to happen sooner or later.  What are we going to do?,fear
Ses02M_impro02_F004,It's dangerous; I mean how can you make sure that you'll,sadness
Ses05M_impro02_M008,I've tried everything.  I've called everyone I know.  I've tried everything. No one can do anything for me or they won't do anything for me.,frustration
Ses05F_impro01_M023,"I'm being very straight with you, ma'am.  There is nothing I can do for you.  You need to stand in line two A.",frustration
Ses04M_impro03_M030,Yeah.  Well maybe--maybe you're right. Maybe there's something to that.,happiness
Ses04M_script02_2_M019,Uh.,frustration
Ses02M_script01_3_F019,"Well, what's wrong?  I mean, even in your letters there was some--something ashamed.",sadness
Ses04F_script01_3_M008,I guess you know this is why I asked you to come.,neutral
Ses03F_script01_1_F044,"Oh, you have to be inspired.",frustration
Ses05F_script02_1_M025,For real?,surprise
Ses05F_impro08_F014,"Okay so, I'll just look it up and you know see what's going on, maybe we can...",neutral
Ses05F_impro03_F055,[LAUGHTER] Good luck.,happiness
Ses01M_impro03_F001,[BREATHING],surprise
Ses02M_impro08_F020,"Oh, really?",surprise
Ses05F_impro07_M004,"oh, good good good good good good.",excited
Ses04M_script02_1_F004,You kept saying my flashlight as if it's somehow just yours.  How is that supposed to make me feel?,anger
Ses02M_impro08_M027,And you know just I mean be careful in the future if um,neutral
Ses03M_impro02_M026,maybe get some vacation-- --once it quiets down there.,sadness
Ses05M_impro03_M021,It will be perfect.,excited
Ses02F_impro06_F002,"It seemed like he had a little bit longer.  Like just last week, he was doing was so well.",sadness
Ses01F_script01_3_M023,Yeah.  I suppose I have been. But it's going from me.,sadness
Ses05F_impro06_F015,[BREATHING],sadness
Ses04M_impro07_F015,Everything in LA is twenty minutes away.,excited
Ses04F_impro05_M023,I am the current manager on duty.,frustration
Ses05F_impro05_M031,"Well, my hands are really tied then.",neutral
Ses04F_script02_2_F010,We never do.  Do we have we ever?,anger
Ses05M_script01_1_F031,What the hell is this?,surprise
Ses05F_impro06_M024,Absolutely.,neutral
Ses01F_impro04_F032,"The bus, I'm riding the bus because I want to.",anger
Ses01M_script01_1_M030,I've given it lots of thought.  And I keep coming back to the same thing.,frustration
Ses04M_script03_1_F002,What are we to do?,fear
Ses03F_impro03_F014,He scored points.,happiness
Ses04F_impro01_F007,"Okay, that's nice. That's nice but I have done everything you people have told me to do. I don't understand why you can't just help me get this done.  It's simple, right?  License.  I need it. Can we just do this please?",frustration
Ses04F_impro07_M073,Yeah.,neutral
Ses01M_script01_1_F001,When?,surprise
Ses01M_script02_2_F038,Are you kidding me?  For heaven sake Augie anything I'm doing I'd rather be doing it with you.,surprise
Ses01F_impro05_M002,Uh huh.,happiness
Ses04F_script01_3_M027,You remember overseas I was in command of a company?,sadness
Ses01F_impro03_F005,It was at the slot machines.,happiness
Ses02M_script02_2_M000,So what do you think?,neutral
Ses05M_impro07_F045,Yeah.  We'll have so much fun.,happiness
Ses05F_impro03_F029,"Right, being like oh, where are you from?  The U.S.  Where in the U.S.?  Chicago.  Where in Chicago?",happiness
Ses05F_impro01_M017,"I'm not saying that you're stupid, ma'am.  I think you just said that you were stupid.",frustration
Ses03M_impro03_F030,Okay.  I haven't seen you in about two and a half years and I come back and you're getting engaged to somebody you only knew for,surprise
Ses04M_impro06_F007,"How's, um -- how's his parents doing?",sadness
Ses03F_script03_2_F004,"Just a little perhaps, but it was nothing serious.",neutral
Ses02F_script01_1_F035,What the hell is this?,surprise
Ses04M_script03_1_F001,"Nobody knows we're here, except Freda and she wouldn't ring up.",fear
Ses03F_impro07_M033,"Well, get used to it.",neutral
Ses03M_script02_2_F026,No.,frustration
Ses01M_impro03_M010,It's like I'm really going to get married. We'll have like the whole thing.,excited
Ses01F_script01_3_M010,"Am I embarrassing you? Are you - See, I didn't want to do it here with this yard, on this porch.  I wanted it to be somewhere new, some place fresh for both of us.",happiness
Ses03F_script02_2_M041,It's not champagne.,happiness
Ses03F_script03_1_F003,What are we to do?,fear
Ses05F_impro03_F008,"Right, I thought I would be way older too. I thought I would be I be at least thirty something.",excited
Ses05F_script01_3_F002,It's so lovely here.  The air is sweet.,happiness
Ses05F_script03_1_M016,"No, that fire will fade along with our passion.",excited
Ses04M_script03_2_F036,Why?,anger
Ses03M_impro08a_M008,No.  Okay.  We're not charging you for any of these months.  We're going to give you three months free.,neutral
Ses03F_impro07_F015,"We're not twenty one yet, but whatever.",neutral
Ses02F_impro06_F011,I'm gonna forget him.,sadness
Ses05M_impro06_M004,"You know, he was gonna, and we -- all the way up to the end we were just talking about how- you know all the stuff we were gonna do and, you know.  When he finally kicked this stupid cancer, you know, and we were gonna --",sadness
Ses05F_impro03_M001,"Come on, what?",excited
Ses02M_script02_1_F002,That's not your flashlight.,frustration
Ses05F_script02_2_M011,I thought you wanted to see it.,frustration
Ses03F_script03_2_F023,"I don't care. I don't care, do you understand? I don't care if they bark, if they roll over on the floor like hoops.",anger
Ses02F_script01_1_F042,"All right.  Just-- just don't go thinkin' that way, you hear me?",frustration
Ses03F_script03_1_F003,What are we to do?,fear
Ses05M_impro07_F018,I don't- I don't think it's that bad.,neutral
Ses04F_script02_2_F044,"Oh, Augie you brought refreshments.",happiness
Ses02F_script03_1_M024,"I don't care what you do.  See, you could paint yourself green and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word.  As long as you love me best.",neutral
Ses02M_impro06_F016,you shouldn't be alone,sadness
Ses05M_impro04_M006,"But, I don't know.  God, what am I going to do?  Should I go back to school?  I can't- I can't afford to go back to school.",frustration
Ses05F_impro07_M008,That'll be awesome.,excited
Ses04F_impro07_F032,That is why I got accepted.,excited
Ses04M_impro04_F015,I think maybe you can't get employed because you aren't willing to take responsibility for your own actions.,neutral
Ses05F_impro02_M031,I jus-,sadness
Ses02M_script02_1_F001,What flashlight?,neutral
Ses04M_script03_1_F001,"Nobody knows we're here, except Freda and she wouldn't ring up.",fear
Ses03F_impro02_M024,It doesn't look very good.,sadness
Ses02M_script02_1_M005,"Although, I guess you can't tell it probably isn't them. Probably be unmistakable don't you think?",excited
Ses03M_impro05b_M002,Baltimore.,frustration
Ses05M_script01_2_F014,Only last week a man turned up in Detroit missing longer than Larry.  You read it yourself.,frustration
Ses03M_script02_2_F037,I didn't say that.,sadness
Ses05M_impro02_F016,"Oh, my God.",fear
Ses02M_impro05_M004,"For some reason, so you think it won't show up?",surprise
Ses01M_script03_2_F025,"Oh, mind you own business.",anger
Ses03F_script02_2_M037,Yeah?,surprise
Ses01M_impro03_M017,"Something blue, something new, something... no I don't know. [LAUGHTER] So yeah, wonder if she's going to pay me up front but do you think it's bad though, do you think they're going to like track the money or something?",excited
Ses03F_script01_1_F030,You're a considerate fella and there's nothing wrong in that.,neutral
Ses02M_script02_2_F038,"You're the one who probably wishes he was with someone else, someone who knew how to enjoy herself and didn't take everything so hard.",sadness
Ses02M_script02_1_M034,We just weren't in a good spot; this is a much better spot. I've got good instincts for these things.,frustration
Ses04M_script03_1_M012,"You mustn't be serious, my dear.  That's just what they want.",neutral
Ses04M_impro08_F009,I did not make the calls from B.F.E. Nebraska.,frustration
Ses04F_script02_2_M042,Yeah?,surprise
Ses03M_impro02_M032,What?,surprise
Ses01M_script03_1_F010,[LAUGHTER],happiness
Ses04F_impro07_F012,And a taser.  Excellent.  Just make sure it's a big knife.,excited
Ses02M_impro08_F005,"Okay. Oh, that would just make it so much better, 'cause I cannot handle it's just like oh, my God I can't sit here any longer and talk to this lady with this pleasant voice.",frustration
Ses02F_script03_1_F000,Do you think it's them?,fear
Ses03M_impro02_F004,Where?  Who?  What are you talking about?,surprise
Ses05M_script03_2_F009,No thanks.,neutral
Ses03F_script02_2_M025,A new carpet? A poodle?,frustration
Ses01M_script01_2_M009,What do you want me to do?  What do you want?,frustration
Ses04M_script03_1_M000,Good God.,fear
Ses04M_impro06_M007,feel the same way everybody else does.,sadness
Ses02F_script02_2_M017,"Okay, so I'm putting on my jacket, putting out the animals, getting the car out of the garage--",neutral
Ses04M_script03_2_M040,Very good idea.  I will,anger
Ses04M_script01_2_F014,Laugh.  Laugh at me.  But why did that happen the very night that she came here?,anger
Ses05F_impro05_M039,"Well, I have no way to give you more money.  I'm giving you as much money as I can, and figuring- as far as figuring out where you bag is-",neutral
Ses04F_impro04_F015,extreme request.  I want to find a job.  Everybody wants to find a job. It's really not that.,anger
Ses05F_script01_2_F017,I can't help it!,anger
Ses01M_script03_1_F018,"How long will it last, this ludicrous, overbearing love of ours?",happiness
Ses03F_impro08_F009,"Okay, well, if you would like, um- we will be turning on the systems in probably about ten hours.",neutral
Ses04F_script03_1_M002,It must be them then.,fear
Ses05F_script03_1_M005,Hello?  Hello?  What?  Wrong number.,excited
Ses01M_impro06_M024,"You know, it's like affecting a lot of people it's not just me, you know?",sadness
Ses01F_script03_1_M002,It must be them then.,fear
Ses03M_script02_2_M021,And you said let's get some champagne and I said time's a wasting or something like that.,neutral
Ses03M_impro07_M003,"Me. Yeah, I did.",excited
Ses01F_script03_1_F002,It had to happen sooner or later.  What are we going to do?,fear
Ses04M_impro03_M007,"Honestly, it was kind of quickly.  It was actually only in the past couple months.",happiness
Ses03F_impro03_M009,oh-,surprise
Ses04F_script02_1_M040,"Ah, I'm giving myself goose bumps.  All my hairs are popping up.",excited
Ses05M_script01_3_M017,"Oh, Annie, we're gonna live now.  I'm going to make you so happy.",excited
Ses01M_script02_1_M027,It's not stupid.  It's a natural phenomenon.,frustration
Ses03F_script02_1_M040,"its single-mindedness with one mind. Urgency that's pure urge. You know, they don't give it a name.",excited
Ses03M_impro02_M008,--need me on the specialist honey.,frustration
Ses03M_impro03_M017,"I got all the character animals to do a conga line,",happiness
Ses05F_script02_1_M025,For real?,surprise
Ses01M_script02_1_M045,It's like urgency that's pure urge you know.  It's single-mindedness with no mind.,excited
Ses03M_script02_1_M024,"Well this is like the highlight, the one night of their lives and that flopping around, that's laying eggs or spawning or mating or whatever you call it.",excited
Ses03F_impro07_F012,"and so, I mean, I got in.",happiness
Ses03F_script03_2_F023,"I don't care. I don't care, do you understand? I don't care if they bark, if they roll over on the floor like hoops.",anger
Ses05M_impro02_M022,"but, it's gonna be fine.  I'm gonna be fine.  You know I'm good at this.  I can do this.  That's why I trained all this time.  I'm good at this.  Okay?",sadness
Ses02M_script02_2_F018,"and I remember thinking that this is it you know. At last, at last I am as happy as I am supposed to be",sadness
Ses05M_impro02_F003,You didn't- Did you tell them you have two young children at home?,fear
