session,dialogue,utterance_id,start,end,text,emotion,audio_path,video_dialog_path
Session5,Ses05F_script01_3,Ses05F_script01_3_F002,15.3432,20.1605,It's so lovely here.  The air is sweet.,happiness,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script01_3\Ses05F_script01_3_F002.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_script01_3.avi
Session5,Ses05M_impro06,Ses05M_impro06_M010,101.01,114.75,"you know, sometimes you think you want to make that phone call, or you think you want to tell somebody something, or something like that.  Do you know what I mean?  Like that's -- he was the person that I did that with.  You know, like, that's the person who I needed to call to tell things to all the time.",sadness,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro06\Ses05M_impro06_M010.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_impro06.avi
Session2,Ses02F_impro03,Ses02F_impro03_F027,225.0487,228.4874,"Of course, of course--you'll be able to be a part of it.  You can come help me pick my colors.",happiness,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro03\Ses02F_impro03_F027.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_impro03.avi
Session5,Ses05F_impro07,Ses05F_impro07_F014,70.8,73.34,Can we for real live together?,excited,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro07\Ses05F_impro07_F014.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro07.avi
Session5,Ses05F_impro02,Ses05F_impro02_M039,315.41,319.41,Three weeks?,surprise,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro02\Ses05F_impro02_M039.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro02.avi
Session1,Ses01M_script03_1,Ses01M_script03_1_M003,20.2958,24.1903,"We're okay, right darling?  Whatever happens, we're okay?",fear,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script03_1\Ses01M_script03_1_M003.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script03_1.avi
Session4,Ses04M_script01_3,Ses04M_script01_3_M022,169.81,174.8874,"Yes, I suppose there has been.  But it's going from me.",sadness,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script01_3\Ses04M_script01_3_M022.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_script01_3.avi
Session4,Ses04M_impro07,Ses04M_impro07_F014,112.09,116.92,"That's great.  I mean, I'm really glad you're not going to go anywhere.  You'll still be here.",excited,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro07\Ses04M_impro07_F014.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_impro07.avi
Session5,Ses05F_impro02,Ses05F_impro02_M019,137.69,141.91,"Your Your mom, you want me to move in with your mom?",surprise,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro02\Ses05F_impro02_M019.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro02.avi
Session1,Ses01M_impro04,Ses01M_impro04_F023,178.1672,181.0057,[BREATHING],neutral,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro04\Ses01M_impro04_F023.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_impro04.avi
Session5,Ses05F_script03_2,Ses05F_script03_2_M026,145.11,150.41,"You must have a riotous time, no restraint at all, very enjoyable.  I mean, you never had much anyway.",anger,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script03_2\Ses05F_script03_2_M026.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_script03_2.avi
Session4,Ses04F_script01_3,Ses04F_script01_3_M035,255.22,260.8925,a sort of responsibility man for man.  You understand me?,sadness,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script01_3\Ses04F_script01_3_M035.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_script01_3.avi
Session2,Ses02F_script03_1,Ses02F_script03_1_M016,92.01,93.37,Who knows.,neutral,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script03_1\Ses02F_script03_1_M016.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_script03_1.avi
Session5,Ses05M_script03_1,Ses05M_script03_1_F003,16.67,18.95,"Now and always, my sweet.",excited,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script03_1\Ses05M_script03_1_F003.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_script03_1.avi
Session5,Ses05F_impro04,Ses05F_impro04_F023,256.35,262.2,I feel like I have faith and now faith is running thin because there is no money.,sadness,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro04\Ses05F_impro04_F023.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro04.avi
Session5,Ses05M_impro08,Ses05M_impro08_F022,174.23,188.69,"Oh, my God.  I can't even tell you how much of a relief that is.  I literally call and talk to five different people.  Like last week it went off and I spent an hour and a half on the phone with different people.  And I've been doing that like every, every other week for months now.",happiness,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro08\Ses05M_impro08_F022.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_impro08.avi
Session5,Ses05M_impro05,Ses05M_impro05_M009,47.37,52.94,"You know, this is actually, I mean it's -- it's a really important piece of luggage.",neutral,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro05\Ses05M_impro05_M009.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_impro05.avi
Session2,Ses02F_script01_3,Ses02F_script01_3_M026,218.09,223.28,It takes some time for a guy to toss that off.  'Cause they weren't just men.,sadness,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_M026.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_script01_3.avi
Session1,Ses01M_script03_1,Ses01M_script03_1_M000,5.82,7.6225,Good God.,fear,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script03_1\Ses01M_script03_1_M000.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script03_1.avi
Session5,Ses05M_script02_2,Ses05M_script02_2_F027,322.11,332.19,"This is just this.  I mean, it's a lot and everything.  But it's not, you know, something else.  Am I making any sense?",sadness,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script02_2\Ses05M_script02_2_F027.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_script02_2.avi
Session3,Ses03F_script01_2,Ses03F_script01_2_F016,103.21,110.48,"Look at it. Because why, when she came here and she slept in his room, the memorial broke into pieces. Look at it, look at it, Joe.",anger,IEMOCAP_full_release\Session3\sentences\wav\Ses03F_script01_2\Ses03F_script01_2_F016.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03F_script01_2.avi
Session1,Ses01M_script02_2,Ses01M_script02_2_F038,427.3434,435.48,Are you kidding me?  For heaven sake Augie anything I'm doing I'd rather be doing it with you.,surprise,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script02_2\Ses01M_script02_2_F038.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script02_2.avi
Session2,Ses02F_impro06,Ses02F_impro06_M016,175.43,177.5861,"No, you'll never forget him.",neutral,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro06\Ses02F_impro06_M016.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_impro06.avi
Session3,Ses03F_impro08,Ses03F_impro08_M000,4.92,9.77,"Hey, you stupid dumb shit machine, give me a fucking operator, huh?",anger,IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro08\Ses03F_impro08_M000.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03F_impro08.avi
Session3,Ses03F_script03_1,Ses03F_script03_1_F002,10.7025,14.17,"I mean, nobody knows we're here except for Freda and she wouldn't ring up.",fear,IEMOCAP_full_release\Session3\sentences\wav\Ses03F_script03_1\Ses03F_script03_1_F002.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03F_script03_1.avi
Session2,Ses02F_impro03,Ses02F_impro03_M007,81.7153,85.53,That--that is the most romantic thing I have ever heard.,surprise,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro03\Ses02F_impro03_M007.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_impro03.avi
Session3,Ses03M_impro05a,Ses03M_impro05a_M005,33.53,34.59,Yes.,anger,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro05a\Ses03M_impro05a_M005.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_impro05a.avi
Session5,Ses05M_impro04,Ses05M_impro04_M012,84.39,92.15,"I go in for these interviews, and they're all cool and everything, you know.  Their nice and I'm nice to them, you know, give and take, back and forth, and whatever.",frustration,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro04\Ses05M_impro04_M012.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_impro04.avi
Session3,Ses03M_impro01,Ses03M_impro01_F016,95.7675,98.1525,Well not from this department you won't.,frustration,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro01\Ses03M_impro01_F016.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_impro01.avi
Session1,Ses01F_impro05,Ses01F_impro05_M033,190.23,196.9,Why?  Have I done something wrong?  Have I given you bad service?  I feel like I have done the best I could.,surprise,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro05\Ses01F_impro05_M033.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_impro05.avi
Session1,Ses01F_impro03,Ses01F_impro03_F013,60.73,65.86,I guess I'll-  I guess I'll have an internet husband.[LAUGHTER],happiness,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F013.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_impro03.avi
Session3,Ses03F_impro06,Ses03F_impro06_F035,230.1155,232.8746,I loved him so much.,sadness,IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro06\Ses03F_impro06_F035.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03F_impro06.avi
Session1,Ses01M_script02_2,Ses01M_script02_2_F024,258.56,265.2255,I'd rather not remember some things.  I'd rather not hope for some things.,sadness,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script02_2\Ses01M_script02_2_F024.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_script02_2.avi
Session4,Ses04F_script01_1,Ses04F_script01_1_M004,38.89,43.43,"No, I figured the best thing was to leave him alone.",sadness,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script01_1\Ses04F_script01_1_M004.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_script01_1.avi
Session4,Ses04F_script01_1,Ses04F_script01_1_F042,346.2998,350.0,But don't think that way.  You hear me?,anger,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script01_1\Ses04F_script01_1_F042.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_script01_1.avi
Session5,Ses05F_impro03,Ses05F_impro03_F036,165.32,167.36,[LAUGHTER],happiness,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro03\Ses05F_impro03_F036.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro03.avi
Session3,Ses03F_script01_3,Ses03F_script01_3_M017,149.0428,151.6128,Why didn't you?,surprise,IEMOCAP_full_release\Session3\sentences\wav\Ses03F_script01_3\Ses03F_script01_3_M017.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03F_script01_3.avi
Session4,Ses04F_impro02,Ses04F_impro02_F011,146.81,149.37,What's that supposed to mean?,sadness,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro02\Ses04F_impro02_F011.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_impro02.avi
Session4,Ses04F_script03_1,Ses04F_script03_1_M001,8.63,9.67,I wonder.,fear,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script03_1\Ses04F_script03_1_M001.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_script03_1.avi
Session3,Ses03M_script01_3,Ses03M_script01_3_F029,252.7072,254.9098,How many?,sadness,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script01_3\Ses03M_script01_3_F029.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_script01_3.avi
Session2,Ses02F_impro03,Ses02F_impro03_M006,69.65,71.33,What?,surprise,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro03\Ses02F_impro03_M006.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_impro03.avi
Session5,Ses05M_script01_3,Ses05M_script01_3_M012,135.08,137.07,Why didn't you?,surprise,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script01_3\Ses05M_script01_3_M012.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_script01_3.avi
Session3,Ses03M_impro08a,Ses03M_impro08a_F013,110.2,117.8182,"You sign the contract and then down the line the phone doesn't work and you're stuck, you can't go to a new...no.  No contracts for me.  You give me a new phone.",anger,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro08a\Ses03M_impro08a_F013.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_impro08a.avi
Session4,Ses04F_impro07,Ses04F_impro07_F004,16.1639,18.956,"Well yeah, that's the general idea. [LAUGHTER]",excited,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro07\Ses04F_impro07_F004.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_impro07.avi
Session1,Ses01F_impro03,Ses01F_impro03_F025,110.23,114.16,"We renamed Brenda, Lumber Janet.",happiness,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F025.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_impro03.avi
Session4,Ses04F_script02_2,Ses04F_script02_2_F038,352.68,355.3737,I didn't say that.,frustration,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script02_2\Ses04F_script02_2_F038.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_script02_2.avi
Session2,Ses02F_script03_1,Ses02F_script03_1_F000,6.38,7.63,Do you think it's them?,fear,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script03_1\Ses02F_script03_1_F000.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_script03_1.avi
Session3,Ses03M_impro02,Ses03M_impro02_M032,220.1672,222.5325,What?,surprise,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro02\Ses03M_impro02_M032.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_impro02.avi
Session3,Ses03F_impro06,Ses03F_impro06_F031,209.022,213.0716,"Yeah. God, I loved that kid.",sadness,IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro06\Ses03F_impro06_F031.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03F_impro06.avi
Session1,Ses01M_impro03,Ses01M_impro03_F022,132.16,136.15,How exciting.  You should make her bring all your friends too.,excited,IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro03\Ses01M_impro03_F022.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01M_impro03.avi
Session4,Ses04F_impro03,Ses04F_impro03_M002,20.01,22.6,Are you serious?  You're getting married.,surprise,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro03\Ses04F_impro03_M002.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_impro03.avi
Session1,Ses01F_impro03,Ses01F_impro03_F004,21.75,25.52,Um- Yes.  It was very romantic.,happiness,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F004.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_impro03.avi
Session1,Ses01F_script03_1,Ses01F_script03_1_F000,5.53,7.7,Is it them?,fear,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script03_1\Ses01F_script03_1_F000.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_script03_1.avi
Session2,Ses02M_impro05,Ses02M_impro05_M014,119.19,121.87,see where it came from originally. I mean it seems like-,frustration,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M014.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_impro05.avi
Session1,Ses01F_impro03,Ses01F_impro03_F009,42.84,44.54,But we're going to have a honeymoon cruise.,happiness,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_F009.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_impro03.avi
Session5,Ses05F_impro05,Ses05F_impro05_M047,343.97,346.4064,"Well, it sounds to me like you're being ridiculous",frustration,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro05\Ses05F_impro05_M047.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_impro05.avi
Session4,Ses04F_script01_2,Ses04F_script01_2_M010,82.42,85.88,Look it's a nice day.  What are we arguing for?,frustration,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script01_2\Ses04F_script01_2_M010.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_script01_2.avi
Session2,Ses02F_script02_1,Ses02F_script02_1_M006,31.47,39.69,"How you doing?  Aw, you know what I forgot?  I forgot to bring my flashlight.  Oh, how could I be so stupid?  I should've brought my flashlight.",excited,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script02_1\Ses02F_script02_1_M006.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_script02_1.avi
Session3,Ses03M_impro04,Ses03M_impro04_M004,34.57,36.31,Cause I went to Harvard.,anger,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro04\Ses03M_impro04_M004.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_impro04.avi
Session2,Ses02F_impro07,Ses02F_impro07_M011,63.143,64.9973,Wow. That's cool.,excited,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro07\Ses02F_impro07_M011.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_impro07.avi
Session4,Ses04F_impro07,Ses04F_impro07_M002,9.31,10.45,Get out.,surprise,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro07\Ses04F_impro07_M002.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_impro07.avi
Session5,Ses05F_script01_1,Ses05F_script01_1_F033,323.18,324.64,What the hell is this?,anger,IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script01_1\Ses05F_script01_1_F033.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05F_script01_1.avi
Session4,Ses04M_impro02,Ses04M_impro02_M031,301.26,302.46,"Look, I--",frustration,IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro02\Ses04M_impro02_M031.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04M_impro02.avi
Session2,Ses02M_script01_1,Ses02M_script01_1_M026,204.46,206.85,I wanted to get this settled first.,neutral,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M026.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_script01_1.avi
Session5,Ses05M_script02_2,Ses05M_script02_2_F006,57.81,62.07,I just - We just have different ideas of what this night is suppose to look like.,frustration,IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script02_2\Ses05M_script02_2_F006.wav,IEMOCAP_full_release\Session5\dialog\avi\DivX\Ses05M_script02_2.avi
Session4,Ses04F_script01_1,Ses04F_script01_1_F004,37.1,39.46,Did you talk to him?,sadness,IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script01_1\Ses04F_script01_1_F004.wav,IEMOCAP_full_release\Session4\dialog\avi\DivX\Ses04F_script01_1.avi
Session2,Ses02F_script01_3,Ses02F_script01_3_F026,331.43,333.69,You still feel that way?,sadness,IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script01_3\Ses02F_script01_3_F026.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02F_script01_3.avi
Session3,Ses03M_script03_2,Ses03M_script03_2_M004,36.6927,39.7718,You must admit he was in love with you.,anger,IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script03_2\Ses03M_script03_2_M004.wav,IEMOCAP_full_release\Session3\dialog\avi\DivX\Ses03M_script03_2.avi
Session2,Ses02M_impro06,Ses02M_impro06_M014,168.14,172.8868,We were all going take a trip to Europe you know.,sadness,IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro06\Ses02M_impro06_M014.wav,IEMOCAP_full_release\Session2\dialog\avi\DivX\Ses02M_impro06.avi
Session1,Ses01F_impro05,Ses01F_impro05_F008,33.78,35.9,Flight seven fourteen.,anger,IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro05\Ses01F_impro05_F008.wav,IEMOCAP_full_release\Session1\dialog\avi\DivX\Ses01F_impro05.avi
